id,gde_nr,gde_name,bez_name,bez_nr,KT,kt_name,gde_parlament,plz_array,gde_mutation,gde_name_short
1,1,Aeugst am Albis,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8914"},{"PLZ":"8914"}],1976-11-15,Aeugst am Albis
2,2,Affoltern am Albis,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8910"},{"PLZ":"8910"},{"PLZ":"8910"},{"PLZ":"8909"}],1848-09-12,Affoltern am Albis
3,3,Bonstetten,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8906"}],1848-09-12,Bonstetten
4,4,Hausen am Albis,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8915"},{"PLZ":"8925"}],1911-01-01,Hausen am Albis
5,5,Hedingen,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8908"}],1848-09-12,Hedingen
6,6,Kappel am Albis,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8926"},{"PLZ":"8926"},{"PLZ":"8926"}],1911-01-01,Kappel am Albis
7,7,Knonau,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8934"}],1848-09-12,Knonau
8,8,Maschwanden,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8933"}],1848-09-12,Maschwanden
9,9,Mettmenstetten,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8932"}],1848-09-12,Mettmenstetten
10,10,Obfelden,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8912"}],1848-09-12,Obfelden
11,11,Ottenbach,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8913"}],1848-09-12,Ottenbach
12,12,Rifferswil,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8911"}],1848-09-12,Rifferswil
13,13,Stallikon,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8143"},{"PLZ":"8143"}],1848-09-12,Stallikon
14,14,Wettswil am Albis,Bezirk Affoltern,101,ZH,Zürich,0,[{"PLZ":"8907"}],1976-11-15,Wettswil am Albis
15,21,Adlikon,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8452"}],1872-01-01,Adlikon
16,22,Benken (ZH),Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8463"}],1848-09-12,Benken (ZH)
17,23,Berg am Irchel,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8415"},{"PLZ":"8415"}],1848-09-12,Berg am Irchel
18,24,Buch am Irchel,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8414"}],2013-01-01,Buch am Irchel
19,25,Dachsen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8447"}],1848-09-12,Dachsen
20,26,Dorf,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8458"}],1848-09-12,Dorf
21,27,Feuerthalen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8246"},{"PLZ":"8245"}],1848-09-12,Feuerthalen
22,28,Flaach,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8416"}],1848-09-12,Flaach
23,29,Flurlingen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8247"}],1848-09-12,Flurlingen
24,30,Andelfingen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8450"},{"PLZ":"8450"}],1970-01-01,Andelfingen
25,31,Henggart,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8444"}],1848-09-12,Henggart
26,32,Humlikon,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8457"}],1872-01-01,Humlikon
27,33,Kleinandelfingen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8451"},{"PLZ":"8461"},{"PLZ":"8453"}],1848-09-12,Kleinandelfingen
28,34,Laufen-Uhwiesen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8248"},{"PLZ":"8212"}],1848-09-12,Laufen-Uhwiesen
29,35,Marthalen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8464"},{"PLZ":"8460"},{"PLZ":"8460"}],1848-09-12,Marthalen
30,37,Ossingen,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8475"}],1848-09-12,Ossingen
31,38,Rheinau,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8462"}],1848-09-12,Rheinau
32,39,Thalheim an der Thur,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8478"}],1878-01-01,Thalheim an der Thur
33,40,Trüllikon,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8465"},{"PLZ":"8465"},{"PLZ":"8466"}],1879-01-01,Trüllikon
34,41,Truttikon,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8467"}],1879-01-01,Truttikon
35,43,Volken,Bezirk Andelfingen,102,ZH,Zürich,0,[{"PLZ":"8459"}],1848-09-12,Volken
36,51,Bachenbülach,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8184"}],1848-09-12,Bachenbülach
37,52,Bassersdorf,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8303"}],1848-09-12,Bassersdorf
38,53,Bülach,Bezirk Bülach,103,ZH,Zürich,1,[{"PLZ":"8180"},{"PLZ":"8180"},{"PLZ":"8183"},{"PLZ":"8180"}],1848-09-12,Bülach
39,54,Dietlikon,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8305"}],1848-09-12,Dietlikon
40,55,Eglisau,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8193"}],1848-09-12,Eglisau
41,56,Embrach,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8424"},{"PLZ":"8424"},{"PLZ":"8424"}],1931-01-01,Embrach
42,57,Freienstein-Teufen,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8428"},{"PLZ":"8427"}],1958-01-01,Freienstein-Teufen
43,58,Glattfelden,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8192"},{"PLZ":"8192"}],1848-09-12,Glattfelden
44,59,Hochfelden,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8182"}],1848-09-12,Hochfelden
45,60,Höri,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8181"}],1848-09-12,Höri
46,61,Hüntwangen,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8194"}],1848-09-12,Hüntwangen
47,62,Kloten,Bezirk Bülach,103,ZH,Zürich,1,[{"PLZ":"8302"},{"PLZ":"8302"},{"PLZ":"8302"},{"PLZ":"8058"},{"PLZ":"8060"},{"PLZ":"8059"}],1848-09-12,Kloten
48,63,Lufingen,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8426"}],1848-09-12,Lufingen
49,64,Nürensdorf,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8309"}],1848-09-12,Nürensdorf
50,65,Oberembrach,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8425"}],1848-09-12,Oberembrach
51,66,Opfikon,Bezirk Bülach,103,ZH,Zürich,1,[{"PLZ":"8152"},{"PLZ":"8152"},{"PLZ":"8152"},{"PLZ":"8152"},{"PLZ":"8152"}],1848-09-12,Opfikon
52,67,Rafz,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8197"}],1848-09-12,Rafz
53,68,Rorbas,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8427"}],1848-09-12,Rorbas
54,69,Wallisellen,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8304"},{"PLZ":"8301"},{"PLZ":"8301"},{"PLZ":"8304"}],1916-01-01,Wallisellen
55,70,Wasterkingen,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8195"}],1848-09-12,Wasterkingen
56,71,Wil (ZH),Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8196"}],1848-09-12,Wil (ZH)
57,72,Winkel,Bezirk Bülach,103,ZH,Zürich,0,[{"PLZ":"8185"}],1848-09-12,Winkel
58,81,Bachs,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8164"}],1848-09-12,Bachs
59,82,Boppelsen,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8113"}],1848-09-12,Boppelsen
60,83,Buchs (ZH),Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8107"},{"PLZ":"8107"}],1848-09-12,Buchs (ZH)
61,84,Dällikon,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8108"}],1848-09-12,Dällikon
62,85,Dänikon,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8114"}],1848-09-12,Dänikon
63,86,Dielsdorf,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8157"},{"PLZ":"8157"}],1848-09-12,Dielsdorf
64,87,Hüttikon,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8115"}],1848-09-12,Hüttikon
65,88,Neerach,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8173"}],1848-09-12,Neerach
66,89,Niederglatt,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8172"}],1848-09-12,Niederglatt
67,90,Niederhasli,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8155"},{"PLZ":"8155"},{"PLZ":"8156"}],1848-09-12,Niederhasli
68,91,Niederweningen,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8166"}],1848-09-12,Niederweningen
69,92,Oberglatt,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8154"}],1848-09-12,Oberglatt
70,93,Oberweningen,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8165"}],1848-09-12,Oberweningen
71,94,Otelfingen,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8112"}],1848-09-12,Otelfingen
72,95,Regensberg,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8158"}],1848-09-12,Regensberg
73,96,Regensdorf,Bezirk Dielsdorf,104,ZH,Zürich,0,[{"PLZ":"8105"},{"PLZ":"8105"},{"PLZ":"8106"}],1848-09-12,Regensdorf
